mH xsec scale_hi scale_lo pdf_hi pdf_lo
80.0	2.808	+1.1	-1.1	+2.2	-2.2
81.0	2.711	+1.1	-1.1	+2.2	-2.2
82.0	2.619	+1.0	-1.0	+2.2	-2.2
83.0	2.528	+1.0	-1.0	+2.2	-2.2
84.0	2.442	+1.0	-1.0	+2.2	-2.2
85.0	2.359	+1.0	-1.0	+2.1	-2.1
86.0	2.279	+1.0	-1.0	+2.2	-2.2
87.0	2.203	+1.0	-1.0	+2.2	-2.2
88.0	2.129	+1.0	-1.0	+2.2	-2.2
89.0	2.058	+1.0	-1.0	+2.2	-2.2
90.0	1.990	+1.0	-1.0	+2.2	-2.2
91.0	1.929	+1.0	-1.0	+2.2	-2.2
92.0	1.866	+1.0	-1.0	+2.2	-2.2
93.0	1.806	+1.0	-1.0	+2.2	-2.2
94.0	1.749	+1.0	-1.0	+2.2	-2.2
95.0	1.695	+1.0	-1.0	+2.2	-2.2
96.0	1.641	+1.0	-1.0	+2.2	-2.2
97.0	1.589	+1.0	-1.0	+2.3	-2.3
98.0	1.540	+1.0	-1.0	+2.3	-2.3
99.0	1.495	+1.0	-1.0	+2.3	-2.3
100.0	1.447	+1.0	-1.0	+2.3	-2.3
101.0	1.403	+1.0	-1.0	+2.3	-2.3
102.0	1.360	+1.0	-1.0	+2.3	-2.3
103.0	1.319	+1.0	-1.0	+2.3	-2.3
104.0	1.280	+1.0	-1.0	+2.3	-2.3
105.0	1.242	+1.0	-1.0	+2.3	-2.3
106.0	1.204	+1.0	-1.0	+2.3	-2.3
107.0	1.169	+1.0	-1.0	+2.3	-2.3
108.0	1.135	+1.0	-1.0	+2.3	-2.3
109.0	1.103	+1.0	-1.0	+2.4	-2.4
110.0	1.071	+1.0	-1.0	+2.4	-2.4
110.5	1.056	+1.0	-1.0	+2.3	-2.3
111.0	1.040	+1.0	-1.0	+2.3	-2.3
111.5	1.026	+1.0	-1.0	+2.3	-2.3
112.0	1.010	+1.0	-1.0	+2.3	-2.3
112.5	0.9959	+1.0	-1.0	+2.3	-2.3
113.0	0.9813	+1.0	-1.0	+2.3	-2.3
113.5	0.9676	+1.0	-1.0	+2.3	-2.3
114.0	0.9535	+1.0	-1.0	+2.3	-2.3
114.5	0.9395	+1.0	-1.0	+2.3	-2.3
115.0	0.9266	+1.0	-1.0	+2.3	-2.3
115.5	0.9135	+1.0	-1.0	+2.3	-2.3
116.0	0.9002	+1.0	-1.0	+2.3	-2.3
116.5	0.8880	+1.0	-1.0	+2.3	-2.3
117.0	0.8758	+1.0	-1.0	+2.3	-2.3
117.5	0.8642	+1.0	-1.0	+2.3	-2.3
118.0	0.8515	+1.0	-1.0	+2.3	-2.3
118.5	0.8403	+1.0	-1.0	+2.4	-2.4
119.0	0.8284	+1.0	-1.0	+2.4	-2.4
119.5	0.8170	+1.0	-1.0	+2.4	-2.4
120.0	0.8052	+1.0	-1.0	+2.5	-2.5
120.1	0.8034	+1.0	-1.0	+2.4	-2.4
120.2	0.8009	+1.0	-1.0	+2.4	-2.4
120.3	0.7992	+1.0	-1.0	+2.4	-2.4
120.4	0.7967	+1.0	-1.0	+2.4	-2.4
120.5	0.7946	+0.9	-0.9	+2.3	-2.3
120.6	0.7928	+1.0	-1.0	+2.3	-2.3
120.7	0.7902	+1.0	-1.0	+2.3	-2.3
120.8	0.7881	+1.0	-1.0	+2.3	-2.3
120.9	0.7863	+1.0	-1.0	+2.3	-2.3
121.0	0.7844	+1.0	-1.0	+2.3	-2.3
121.1	0.7825	+1.0	-1.0	+2.3	-2.3
121.2	0.7802	+1.0	-1.0	+2.3	-2.3
121.3	0.7782	+1.0	-1.0	+2.3	-2.3
121.4	0.7758	+1.0	-1.0	+2.4	-2.4
121.5	0.7737	+1.0	-1.0	+2.4	-2.4
121.6	0.7713	+1.0	-1.0	+2.4	-2.4
121.7	0.7697	+1.0	-1.0	+2.3	-2.3
121.8	0.7675	+1.0	-1.0	+2.3	-2.3
121.9	0.7653	+1.0	-1.0	+2.3	-2.3
122.0	0.7631	+1.0	-1.0	+2.3	-2.3
122.1	0.7612	+1.0	-1.0	+2.3	-2.3
122.2	0.7589	+1.0	-1.0	+2.3	-2.3
122.3	0.7573	+1.0	-1.0	+2.4	-2.4
122.4	0.7555	+1.0	-1.0	+2.4	-2.4
122.5	0.7533	+1.0	-1.0	+2.4	-2.4
122.6	0.7510	+1.0	-1.0	+2.4	-2.4
122.7	0.7493	+1.0	-1.0	+2.4	-2.4
122.8	0.7475	+1.0	-1.0	+2.4	-2.4
122.9	0.7453	+1.0	-1.0	+2.4	-2.4
123.0	0.7434	+1.0	-1.0	+2.4	-2.4
123.1	0.7414	+1.0	-1.0	+2.4	-2.4
123.2	0.7393	+1.0	-1.0	+2.4	-2.4
123.3	0.7374	+1.0	-1.0	+2.4	-2.4
123.4	0.7352	+1.0	-1.0	+2.4	-2.4
123.5	0.7334	+1.0	-1.0	+2.4	-2.4
123.6	0.7317	+1.0	-1.0	+2.4	-2.4
123.7	0.7294	+1.0	-1.0	+2.3	-2.3
123.8	0.7277	+1.0	-1.0	+2.3	-2.3
123.9	0.7259	+1.0	-1.0	+2.3	-2.3
124.0	0.7239	+0.9	-0.9	+2.3	-2.3
124.1	0.7218	+0.9	-0.9	+2.3	-2.3
124.2	0.7201	+1.0	-1.0	+2.3	-2.3
124.3	0.7181	+1.0	-1.0	+2.3	-2.3
124.4	0.7159	+1.0	-1.0	+2.3	-2.3
