mH xsec scale_hi scale_lo pdf_hi pdf_lo
80.0	36.59	+8.3	-8.8	+7.8	-6.7
81.0	35.71	+8.3	-8.8	+7.8	-6.7
82.0	34.86	+8.3	-8.8	+7.8	-6.7
83.0	34.04	+8.3	-8.8	+7.8	-6.7
84.0	33.25	+8.3	-8.8	+7.8	-6.7
85.0	32.49	+8.3	-8.8	+7.8	-6.7
86.0	31.75	+8.3	-8.8	+7.8	-6.7
87.0	31.04	+8.3	-8.8	+7.8	-6.7
88.0	30.35	+8.3	-8.7	+7.8	-6.7
89.0	29.69	+8.2	-8.7	+7.8	-6.7
90.0	29.03	+8.2	-8.7	+7.8	-6.7
91.0	28.42	+8.2	-8.7	+7.8	-6.7
92.0	27.81	+8.1	-8.7	+7.8	-6.7
93.0	27.23	+8.1	-8.6	+7.8	-6.7
94.0	26.65	+8.1	-8.6	+7.8	-6.7
95.0	26.10	+8.0	-8.6	+7.8	-6.7
96.0	25.57	+8.0	-8.6	+7.8	-6.7
97.0	25.06	+7.9	-8.5	+7.8	-6.7
98.0	24.56	+7.9	-8.5	+7.8	-6.8
99.0	24.07	+7.8	-8.5	+7.7	-6.8
100.0	23.64	+7.8	-8.4	+7.7	-6.8
101.0	23.17	+7.8	-8.4	+7.7	-6.8
102.0	22.73	+7.8	-8.4	+7.7	-6.8
103.0	22.29	+7.7	-8.3	+7.7	-6.9
104.0	21.87	+7.7	-8.3	+7.7	-6.9
105.0	21.45	+7.7	-8.3	+7.7	-6.9
106.0	21.05	+7.7	-8.3	+7.7	-6.9
107.0	20.67	+7.6	-8.2	+7.7	-6.9
108.0	20.29	+7.6	-8.2	+7.7	-6.9
109.0	19.92	+7.6	-8.2	+7.7	-6.9
110.0	19.56	+7.5	-8.1	+7.7	-6.9
110.5	19.38	+7.5	-8.1	+7.7	-6.9
111.0	19.21	+7.5	-8.1	+7.7	-6.9
111.5	19.03	+7.5	-8.1	+7.7	-6.9
112.0	18.87	+7.5	-8.1	+7.7	-6.9
112.5	18.70	+7.4	-8.0	+7.7	-6.9
113.0	18.53	+7.4	-8.0	+7.7	-7.0
113.5	18.37	+7.4	-8.0	+7.7	-7.0
114.0	18.21	+7.4	-8.0	+7.7	-7.0
114.5	18.05	+7.4	-8.0	+7.7	-7.0
115.0	17.89	+7.4	-8.0	+7.7	-7.0
115.5	17.74	+7.4	-8.0	+7.7	-7.0
116.0	17.59	+7.4	-8.0	+7.7	-7.0
116.5	17.44	+7.4	-8.0	+7.7	-7.0
117.0	17.29	+7.3	-8.0	+7.7	-7.0
117.5	17.14	+7.3	-8.0	+7.7	-7.0
118.0	16.99	+7.3	-7.9	+7.7	-7.0
118.5	16.85	+7.3	-7.9	+7.6	-7.0
119.0	16.71	+7.3	-7.9	+7.6	-7.0
119.5	16.57	+7.2	-7.9	+7.6	-7.0
120.0	16.43	+7.2	-7.9	+7.6	-7.0
120.1	16.40	+7.2	-7.9	+7.6	-7.0
120.2	16.37	+7.2	-7.9	+7.6	-7.0
120.3	16.35	+7.2	-7.9	+7.6	-7.0
120.4	16.32	+7.2	-7.9	+7.6	-7.0
120.5	16.29	+7.2	-7.9	+7.6	-7.0
120.6	16.27	+7.2	-7.9	+7.6	-7.0
120.7	16.24	+7.2	-7.9	+7.6	-7.0
120.8	16.21	+7.2	-7.9	+7.6	-7.0
120.9	16.18	+7.2	-7.9	+7.6	-7.0
121.0	16.16	+7.2	-7.9	+7.6	-7.0
121.1	16.13	+7.2	-7.9	+7.6	-7.0
121.2	16.10	+7.2	-7.9	+7.6	-7.0
121.3	16.08	+7.2	-7.9	+7.6	-7.0
121.4	16.05	+7.2	-7.9	+7.6	-7.0
121.5	16.02	+7.2	-7.9	+7.6	-7.0
121.6	16.00	+7.2	-7.9	+7.6	-7.0
121.7	15.97	+7.2	-7.9	+7.6	-7.0
121.8	15.94	+7.2	-7.9	+7.6	-7.0
121.9	15.92	+7.2	-7.9	+7.6	-7.0
122.0	15.89	+7.2	-7.9	+7.6	-7.0
122.1	15.87	+7.2	-7.9	+7.6	-7.0
122.2	15.84	+7.2	-7.9	+7.6	-7.0
